id,n_iso,n_fp,sdf_min
RESIDENTIALpalace_mesh1086,15469,1275,-0.3040
RESIDENTIALpalace_mesh1308,373,265,-0.0212
RESIDENTIALpalace_mesh1332,2255,366,-0.1646
RESIDENTIALschool_building_mesh0021,258,107,-0.0240
RESIDENTIALschool_building_mesh0097,187,94,-0.0299
RESIDENTIALschool_building_mesh0438,4848,1880,-0.0252
RESIDENTIALschool_building_mesh0534,317,187,-0.0363
RESIDENTIALschool_building_mesh0693,7528,725,-0.2046
RESIDENTIALschool_building_mesh0807,313,146,-0.0166
RESIDENTIALschool_building_mesh0941,29062,1478,-0.3749
RESIDENTIALschool_building_mesh1193,42,36,-0.0128
RESIDENTIALtemple_mesh0557,8536,1917,-0.0916
RESIDENTIALtemple_mesh1136,963,731,-0.0443
RESIDENTIALtemple_mesh1835,665,222,-0.0767
RESIDENTIALtemple_mesh1943,916,213,-0.0871
RESIDENTIALvilla_mesh0012,944,680,-0.0174
RESIDENTIALvilla_mesh0017,406,136,-0.0805
RESIDENTIALvilla_mesh0047,15482,1740,-0.2927
RESIDENTIALvilla_mesh0056,4142,1378,-0.1001
RESIDENTIALvilla_mesh0073,1050,250,-0.0678
RESIDENTIALvilla_mesh0092,892,431,-0.0291
RESIDENTIALvilla_mesh0104,1312,273,-0.0543
RESIDENTIALvilla_mesh0112,2075,1361,-0.0943
RESIDENTIALvilla_mesh0119,1190,365,-0.0940
RESIDENTIALvilla_mesh0157,5224,512,-0.2216
RESIDENTIALvilla_mesh0178,1442,487,-0.0298
RESIDENTIALvilla_mesh0183,1510,366,-0.0276
RESIDENTIALvilla_mesh0196,707,338,-0.0855
RESIDENTIALvilla_mesh0222,20162,942,-0.2584
RESIDENTIALvilla_mesh0247,6903,1614,-0.1030
RESIDENTIALvilla_mesh0258,5396,2205,-0.1189
RESIDENTIALvilla_mesh0279,1245,257,-0.1406
RESIDENTIALvilla_mesh0353,3161,340,-0.1003
RESIDENTIALvilla_mesh0368,443,172,-0.0404
RESIDENTIALvilla_mesh0417,285,158,-0.0122
RESIDENTIALvilla_mesh0439,5299,677,-0.2022
RESIDENTIALvilla_mesh0448,2774,606,-0.1405
RESIDENTIALvilla_mesh0476,3496,874,-0.1000
RESIDENTIALvilla_mesh0493,5178,856,-0.1443
RESIDENTIALvilla_mesh0495,1652,522,-0.0943
RESIDENTIALvilla_mesh0498,845,464,-0.0647
RESIDENTIALvilla_mesh0526,12953,2209,-0.1444
RESIDENTIALvilla_mesh0571,14471,829,-0.2307
RESIDENTIALvilla_mesh0608,746,184,-0.0412
RESIDENTIALvilla_mesh0615,24580,1549,-0.3285
RESIDENTIALvilla_mesh0639,134,95,-0.0406
RESIDENTIALvilla_mesh0646,33224,1690,-0.3375
RESIDENTIALvilla_mesh0649,454,201,-0.0403
RESIDENTIALvilla_mesh0656,592,207,-0.0190
RESIDENTIALvilla_mesh0659,1613,509,-0.0434
RESIDENTIALvilla_mesh0667,577,237,-0.0433
RESIDENTIALvilla_mesh0709,262,177,-0.0094
RESIDENTIALvilla_mesh0710,10595,842,-0.3504
RESIDENTIALvilla_mesh0743,14333,1245,-0.3428
RESIDENTIALvilla_mesh0769,1035,520,-0.0390
RESIDENTIALvilla_mesh0785,2144,335,-0.1738
RESIDENTIALvilla_mesh0801,948,188,-0.0946
RESIDENTIALvilla_mesh0823,1008,533,-0.0529
RESIDENTIALvilla_mesh0831,6528,1763,-0.0361
RESIDENTIALvilla_mesh0844,24650,1466,-0.3887
RESIDENTIALvilla_mesh0874,433,258,-0.0113
RESIDENTIALvilla_mesh0903,4263,1429,-0.1423
RESIDENTIALvilla_mesh0908,3799,753,-0.1622
RESIDENTIALvilla_mesh0923,4191,688,-0.1422
RESIDENTIALvilla_mesh0978,5367,1057,-0.1514
RESIDENTIALvilla_mesh0983,1543,771,-0.0518
RESIDENTIALvilla_mesh1002,431,194,-0.0618
RESIDENTIALvilla_mesh1009,1677,905,-0.0572
RESIDENTIALvilla_mesh1013,5114,845,-0.1793
RESIDENTIALvilla_mesh1023,13816,1296,-0.2559
RESIDENTIALvilla_mesh1029,2629,1016,-0.0670
RESIDENTIALvilla_mesh1035,1331,540,-0.0806
RESIDENTIALvilla_mesh1043,227,174,-0.0275
RESIDENTIALvilla_mesh1044,2080,532,-0.0912
RESIDENTIALvilla_mesh1050,857,323,-0.0872
RESIDENTIALvilla_mesh1056,3803,1100,-0.1380
RESIDENTIALvilla_mesh1061,1678,438,-0.0943
RESIDENTIALvilla_mesh1071,339,75,-0.0667
RESIDENTIALvilla_mesh1089,581,124,-0.0534
RESIDENTIALvilla_mesh1103,9211,841,-0.2204
RESIDENTIALvilla_mesh1159,1834,346,-0.0376
RESIDENTIALvilla_mesh1167,1764,357,-0.0756
RESIDENTIALvilla_mesh1180,5757,1074,-0.1326
RESIDENTIALvilla_mesh1230,408,163,-0.0422
RESIDENTIALvilla_mesh1258,1465,489,-0.0754
RESIDENTIALvilla_mesh1261,789,333,-0.0468
RESIDENTIALvilla_mesh1277,197,120,-0.0296
RESIDENTIALvilla_mesh1281,1439,298,-0.0966
RESIDENTIALvilla_mesh1288,1052,770,-0.0612
RESIDENTIALvilla_mesh1290,3097,522,-0.1093
RESIDENTIALvilla_mesh1310,25971,1198,-0.3556
RESIDENTIALvilla_mesh1326,9310,1681,-0.1642
RESIDENTIALvilla_mesh1337,561,261,-0.0550
RESIDENTIALvilla_mesh1345,2850,913,-0.0504
RESIDENTIALvilla_mesh1362,16034,1128,-0.2544
RESIDENTIALvilla_mesh1398,211,150,-0.0195
RESIDENTIALvilla_mesh1410,400,138,-0.0179
RESIDENTIALvilla_mesh1432,1223,356,-0.0591
RESIDENTIALvilla_mesh1457,3534,793,-0.1109
RESIDENTIALvilla_mesh1458,1937,595,-0.0338
RESIDENTIALvilla_mesh1480,8868,1239,-0.1701
RESIDENTIALvilla_mesh1499,1021,393,-0.0751
RESIDENTIALvilla_mesh1509,729,286,-0.0412
RESIDENTIALvilla_mesh1526,2118,953,-0.0442
RESIDENTIALvilla_mesh1527,1581,651,-0.0963
RESIDENTIALvilla_mesh1552,4594,548,-0.1388
RESIDENTIALvilla_mesh1583,6306,952,-0.1987
RESIDENTIALvilla_mesh1609,1903,787,-0.0421
RESIDENTIALvilla_mesh1614,1039,364,-0.1285
RESIDENTIALvilla_mesh1617,2613,1339,-0.0572
RESIDENTIALvilla_mesh1626,170,143,-0.0249
RESIDENTIALvilla_mesh1634,2309,752,-0.0192
RESIDENTIALvilla_mesh1642,627,190,-0.0373
RESIDENTIALvilla_mesh1674,698,411,-0.0559
RESIDENTIALvilla_mesh1699,488,309,-0.0262
RESIDENTIALvilla_mesh1702,1607,335,-0.0977
RESIDENTIALvilla_mesh1714,6024,733,-0.2176
RESIDENTIALvilla_mesh1739,524,302,-0.0487
RESIDENTIALvilla_mesh1755,199,162,-0.0266
RESIDENTIALvilla_mesh1762,14593,935,-0.2661
RESIDENTIALvilla_mesh1764,851,399,-0.0271
RESIDENTIALvilla_mesh1794,240,102,-0.0500
RESIDENTIALvilla_mesh1795,5304,1720,-0.1401
RESIDENTIALvilla_mesh1796,4310,1239,-0.0907
RESIDENTIALvilla_mesh1818,3006,742,-0.1280
RESIDENTIALvilla_mesh1869,1003,359,-0.0694
RESIDENTIALvilla_mesh1946,647,116,-0.0952
RESIDENTIALvilla_mesh1969,4039,613,-0.1825
RESIDENTIALvilla_mesh1981,1051,192,-0.0200
RESIDENTIALvilla_mesh2039,890,283,-0.0703
RESIDENTIALvilla_mesh2077,4367,839,-0.1741
RESIDENTIALvilla_mesh2078,10039,1634,-0.0926
RESIDENTIALvilla_mesh2079,8040,637,-0.1855
RESIDENTIALvilla_mesh2082,637,224,-0.0789
RESIDENTIALvilla_mesh2102,20772,1292,-0.3414
RESIDENTIALvilla_mesh2165,1492,359,-0.0834
RESIDENTIALvilla_mesh2225,2800,687,-0.1178
RESIDENTIALvilla_mesh2260,20308,1351,-0.3413
RESIDENTIALvilla_mesh2297,5586,1191,-0.1399
RESIDENTIALvilla_mesh2302,199,148,-0.0294
RESIDENTIALvilla_mesh2356,299,152,-0.0348
RESIDENTIALvilla_mesh2377,1456,208,-0.1269
RESIDENTIALvilla_mesh2379,2032,546,-0.0969
RESIDENTIALvilla_mesh2384,9836,966,-0.1672
RESIDENTIALvilla_mesh2394,106,65,-0.0191
RESIDENTIALvilla_mesh2432,7012,1551,-0.1133
RESIDENTIALvilla_mesh2451,12481,761,-0.3046
RESIDENTIALvilla_mesh2463,176,97,-0.0389
RESIDENTIALvilla_mesh2471,8383,789,-0.1893
RESIDENTIALvilla_mesh2480,721,170,-0.0940
RESIDENTIALvilla_mesh2484,4232,886,-0.1093
RESIDENTIALvilla_mesh2485,1390,341,-0.1140
RESIDENTIALvilla_mesh2493,4638,581,-0.1224
RESIDENTIALvilla_mesh2517,774,263,-0.0953
RESIDENTIALvilla_mesh2537,290,182,-0.0403
RESIDENTIALvilla_mesh2583,18362,1117,-0.3252
RESIDENTIALvilla_mesh2591,2354,1118,-0.0519
RESIDENTIALvilla_mesh2603,1335,782,-0.0254
RESIDENTIALvilla_mesh2615,1439,365,-0.0885
RESIDENTIALvilla_mesh2639,1327,334,-0.0958
RESIDENTIALvilla_mesh2690,43592,1996,-0.4124
RESIDENTIALvilla_mesh2725,5550,683,-0.1646
RESIDENTIALvilla_mesh2726,145,127,-0.0092
RESIDENTIALvilla_mesh2735,50221,2110,-0.3289
RESIDENTIALvilla_mesh2736,2819,671,-0.0871
RESIDENTIALvilla_mesh2750,7391,1318,-0.0567
RESIDENTIALvilla_mesh2775,1522,277,-0.1766
RESIDENTIALvilla_mesh2778,3110,513,-0.1374
RESIDENTIALvilla_mesh2801,830,296,-0.0553
RESIDENTIALvilla_mesh2805,997,330,-0.0800
RESIDENTIALvilla_mesh2816,3820,1241,-0.0921
RESIDENTIALvilla_mesh2826,12783,1203,-0.2604
RESIDENTIALvilla_mesh2832,6499,1271,-0.2067
RESIDENTIALvilla_mesh2855,392,172,-0.0280
RESIDENTIALvilla_mesh2872,8550,1408,-0.1321
RESIDENTIALvilla_mesh2875,3556,1189,-0.1049
RESIDENTIALvilla_mesh2881,2087,765,-0.0196
RESIDENTIALvilla_mesh2900,1456,688,-0.0435
RESIDENTIALvilla_mesh2926,3697,719,-0.0567
RESIDENTIALvilla_mesh2972,3122,723,-0.0640
RESIDENTIALvilla_mesh2979,21853,1679,-0.1330
RESIDENTIALvilla_mesh2996,1635,421,-0.0890
RESIDENTIALvilla_mesh2997,22869,2009,-0.2628
RESIDENTIALvilla_mesh3025,485,190,-0.0678
RESIDENTIALvilla_mesh3045,2043,616,-0.1246
RESIDENTIALvilla_mesh3082,10301,1421,-0.2479
RESIDENTIALvilla_mesh3101,1659,633,-0.0440
RESIDENTIALvilla_mesh3108,625,342,-0.0386
RESIDENTIALvilla_mesh3119,1014,706,-0.0777
RESIDENTIALvilla_mesh3161,2131,509,-0.1192
RESIDENTIALvilla_mesh3171,2223,1087,-0.0422
RESIDENTIALvilla_mesh3193,117,28,-0.0047
RESIDENTIALvilla_mesh3202,6232,781,-0.1697
RESIDENTIALvilla_mesh3222,577,251,-0.0328
RESIDENTIALvilla_mesh3236,1906,674,-0.0897
RESIDENTIALvilla_mesh3265,1534,399,-0.0852
RESIDENTIALvilla_mesh3275,41,32,-0.0086
RESIDENTIALvilla_mesh3333,917,213,-0.0144
RESIDENTIALvilla_mesh3334,7367,1669,-0.0787
RESIDENTIALvilla_mesh3339,21888,1418,-0.3939
RESIDENTIALvilla_mesh3347,9777,1043,-0.2816
RESIDENTIALvilla_mesh3354,1845,276,-0.1267
RESIDENTIALvilla_mesh3359,1516,392,-0.1229
RESIDENTIALvilla_mesh3373,153,106,-0.0211
RESIDENTIALvilla_mesh3381,10943,1813,-0.1894
RESIDENTIALvilla_mesh3422,2891,259,-0.1274
RESIDENTIALvilla_mesh3445,591,372,-0.0299
RESIDENTIALvilla_mesh3471,55,39,-0.0209
RESIDENTIALvilla_mesh3487,465,158,-0.0540
RESIDENTIALvilla_mesh3488,6920,1515,-0.0599
RESIDENTIALvilla_mesh3500,632,403,-0.0331
RESIDENTIALvilla_mesh3515,2663,341,-0.1522
RESIDENTIALvilla_mesh3520,9252,1604,-0.0670
RESIDENTIALvilla_mesh3523,1283,291,-0.0745
RESIDENTIALvilla_mesh3524,5628,1141,-0.0626
RESIDENTIALvilla_mesh3525,994,194,-0.0883
RESIDENTIALvilla_mesh3541,3701,614,-0.0938
RESIDENTIALvilla_mesh3556,72,40,-0.0355
RESIDENTIALvilla_mesh3564,606,197,-0.1061
RESIDENTIALvilla_mesh3621,644,315,-0.0425
RESIDENTIALvilla_mesh3665,2539,910,-0.0605
RESIDENTIALvilla_mesh3669,5474,513,-0.1488
RESIDENTIALvilla_mesh3671,3340,1198,-0.0535
RESIDENTIALvilla_mesh3696,2273,533,-0.1226
RESIDENTIALvilla_mesh3704,2411,408,-0.1238
RESIDENTIALvilla_mesh3705,587,309,-0.0426
RESIDENTIALvilla_mesh3736,405,182,-0.0313
RESIDENTIALvilla_mesh3737,25868,1368,-0.4265
RESIDENTIALvilla_mesh3748,1557,823,-0.0398
RESIDENTIALvilla_mesh3755,189,88,-0.0432
RESIDENTIALvilla_mesh3796,1297,792,-0.0620
RESIDENTIALvilla_mesh3812,699,353,-0.1284
RESIDENTIALvilla_mesh3843,1024,653,-0.0707
RESIDENTIALvilla_mesh3861,846,496,-0.0250
RESIDENTIALvilla_mesh3870,285,173,-0.0102
RESIDENTIALvilla_mesh3876,1427,513,-0.0592
RESIDENTIALvilla_mesh3888,2218,525,-0.0828
RESIDENTIALvilla_mesh3938,720,379,-0.0340
RESIDENTIALvilla_mesh3942,519,131,-0.0864
RESIDENTIALvilla_mesh4019,528,307,-0.0471
RESIDENTIALvilla_mesh4050,1149,478,-0.0548
RESIDENTIALvilla_mesh4062,33583,1825,-0.3208
RESIDENTIALvilla_mesh4063,12616,1198,-0.2379
RESIDENTIALvilla_mesh4067,35059,1626,-0.3482
RESIDENTIALvilla_mesh4069,18997,1570,-0.2623
RESIDENTIALvilla_mesh4070,30741,1710,-0.3684
RESIDENTIALvilla_mesh4074,25449,1218,-0.3800
RESIDENTIALvilla_mesh4092,6266,649,-0.1858
RESIDENTIALvilla_mesh4095,3343,413,-0.1691
RESIDENTIALvilla_mesh4133,2147,475,-0.1052
RESIDENTIALvilla_mesh4137,7132,2401,-0.1720
RESIDENTIALvilla_mesh4156,1696,416,-0.0886
RESIDENTIALvilla_mesh4160,2149,583,-0.1063
RESIDENTIALvilla_mesh4161,6367,1547,-0.2174
RESIDENTIALvilla_mesh4209,192,87,-0.0217
RESIDENTIALvilla_mesh4215,1844,307,-0.1148
RESIDENTIALvilla_mesh4220,1541,269,-0.1061
RESIDENTIALvilla_mesh4232,311,228,-0.0143
RESIDENTIALvilla_mesh4241,4918,587,-0.1660
RESIDENTIALvilla_mesh4254,42,32,-0.0168
RESIDENTIALvilla_mesh4262,2408,820,-0.0913
RESIDENTIALvilla_mesh4268,6661,2205,-0.0780
RESIDENTIALvilla_mesh4272,4024,897,-0.1295
RESIDENTIALvilla_mesh4287,4099,2107,-0.1296
RESIDENTIALvilla_mesh4304,15610,1236,-0.2230
RESIDENTIALvilla_mesh4310,969,318,-0.0519
RESIDENTIALvilla_mesh4313,15890,1095,-0.3446
RESIDENTIALvilla_mesh4317,2631,1247,-0.1339
RESIDENTIALvilla_mesh4324,714,159,-0.0906
RESIDENTIALvilla_mesh4363,2526,1167,-0.0543
RESIDENTIALvilla_mesh4384,1520,492,-0.0654
RESIDENTIALvilla_mesh4401,75,42,-0.0274
RESIDENTIALvilla_mesh4442,1031,215,-0.0961
RESIDENTIALvilla_mesh4450,324,190,-0.0418
RESIDENTIALvilla_mesh4479,1002,706,-0.0547
RESIDENTIALvilla_mesh4490,24182,1382,-0.3200
RESIDENTIALvilla_mesh4492,3776,582,-0.1638
RESIDENTIALvilla_mesh4493,1407,693,-0.0220
RESIDENTIALvilla_mesh4497,854,275,-0.0700
RESIDENTIALvilla_mesh4517,1343,545,-0.0469
RESIDENTIALvilla_mesh4523,859,446,-0.0370
RESIDENTIALvilla_mesh4538,1844,267,-0.1067
RESIDENTIALvilla_mesh4546,21407,1713,-0.2682
RESIDENTIALvilla_mesh4561,2849,408,-0.1326
RESIDENTIALvilla_mesh4564,311,256,-0.0426
RESIDENTIALvilla_mesh4574,999,186,-0.1130
RESIDENTIALvilla_mesh4594,107,37,-0.0490
RESIDENTIALvilla_mesh4619,6027,1617,-0.1899
RESIDENTIALvilla_mesh4662,6958,1277,-0.0997
RESIDENTIALvilla_mesh4663,17020,1388,-0.3153
RESIDENTIALvilla_mesh4686,10438,1248,-0.2389
RESIDENTIALvilla_mesh4695,11689,1535,-0.1712
RESIDENTIALvilla_mesh4710,736,455,-0.0218
RESIDENTIALvilla_mesh4725,12587,1219,-0.2227
RESIDENTIALvilla_mesh4731,512,241,-0.0719
RESIDENTIALvilla_mesh4766,1353,536,-0.1050
RESIDENTIALvilla_mesh4796,306,146,-0.0104
RESIDENTIALvilla_mesh4798,284,167,-0.0195
RESIDENTIALvilla_mesh4829,676,181,-0.0823
RESIDENTIALvilla_mesh4855,4676,779,-0.1214
RESIDENTIALvilla_mesh4858,11626,1617,-0.2369
RESIDENTIALvilla_mesh4860,1283,351,-0.1582
RESIDENTIALvilla_mesh4868,648,157,-0.0795
RESIDENTIALvilla_mesh4878,1842,577,-0.0513
RESIDENTIALvilla_mesh4881,576,318,-0.0319
RESIDENTIALvilla_mesh4911,2145,338,-0.1252
RESIDENTIALvilla_mesh4919,4891,1763,-0.0579
RESIDENTIALvilla_mesh4921,6799,634,-0.1836
RESIDENTIALvilla_mesh4942,499,379,-0.0240
RESIDENTIALvilla_mesh4947,7154,1450,-0.1662
RESIDENTIALvilla_mesh4954,635,519,-0.0111
RESIDENTIALvilla_mesh4964,3569,688,-0.1538
RESIDENTIALvilla_mesh5010,3150,2283,-0.1187
RESIDENTIALvilla_mesh5029,2069,501,-0.0958
RESIDENTIALvilla_mesh5078,881,263,-0.0905
RESIDENTIALvilla_mesh5089,9321,1121,-0.2415
RESIDENTIALvilla_mesh5104,2272,997,-0.0359
RESIDENTIALvilla_mesh5105,3405,1007,-0.0579
RESIDENTIALvilla_mesh5116,188,147,-0.0089
RESIDENTIALvilla_mesh5160,1466,641,-0.0593
RESIDENTIALvilla_mesh5174,3852,721,-0.1251
RESIDENTIALvilla_mesh5212,7991,817,-0.2293
RESIDENTIALvilla_mesh5236,1135,418,-0.0908
RESIDENTIALvilla_mesh5258,9243,1198,-0.2155
RESIDENTIALvilla_mesh5266,1429,495,-0.0850
RESIDENTIALvilla_mesh5272,26087,1514,-0.4348
RESIDENTIALvilla_mesh5284,5840,971,-0.1150
RESIDENTIALvilla_mesh5314,888,660,-0.0282
RESIDENTIALvilla_mesh5326,348,229,-0.0295
RESIDENTIALvilla_mesh5338,789,574,-0.0147
RESIDENTIALvilla_mesh5358,693,640,-0.0226
RESIDENTIALvilla_mesh5379,7033,816,-0.1720
RESIDENTIALvilla_mesh5389,2430,477,-0.1497
RESIDENTIALvilla_mesh5390,951,329,-0.0282
RESIDENTIALvilla_mesh5395,616,448,-0.0187
RESIDENTIALvilla_mesh5407,1479,371,-0.0340
RESIDENTIALvilla_mesh5408,2875,488,-0.0520
RESIDENTIALvilla_mesh5410,50013,1969,-0.4189
RESIDENTIALvilla_mesh5414,4149,616,-0.2002
RESIDENTIALvilla_mesh5434,260,47,-0.0797
RESIDENTIALvilla_mesh5436,513,292,-0.0337
RESIDENTIALvilla_mesh5439,1805,1081,-0.0996
RESIDENTIALvilla_mesh5454,695,245,-0.1009
RESIDENTIALvilla_mesh5458,1083,424,-0.0362
RESIDENTIALvilla_mesh5474,2147,711,-0.1644
RESIDENTIALvilla_mesh5507,2853,480,-0.1316
RESIDENTIALvilla_mesh5519,2008,669,-0.0745
RESIDENTIALvilla_mesh5522,664,307,-0.0535
RESIDENTIALvilla_mesh5589,11396,1709,-0.0885
RESIDENTIALvilla_mesh5604,6391,482,-0.2444
RESIDENTIALvilla_mesh5609,5447,1238,-0.1808
RESIDENTIALvilla_mesh5624,14090,1194,-0.2687
RESIDENTIALvilla_mesh5626,1494,315,-0.1194
RESIDENTIALvilla_mesh5629,65,56,-0.0055
RESIDENTIALvilla_mesh5633,14611,1499,-0.2666
RESIDENTIALvilla_mesh5648,1386,277,-0.1258
RESIDENTIALvilla_mesh5673,2412,682,-0.0200
RESIDENTIALvilla_mesh5685,2590,457,-0.1033
RESIDENTIALvilla_mesh5715,836,545,-0.0356
RESIDENTIALvilla_mesh5723,3364,1091,-0.1534
RESIDENTIALvilla_mesh5739,1306,717,-0.0699
RESIDENTIALvilla_mesh5768,482,339,-0.0182
RESIDENTIALvilla_mesh5782,382,151,-0.0110
RESIDENTIALvilla_mesh5788,4357,1800,-0.0297
RESIDENTIALvilla_mesh5803,1292,345,-0.1080
RESIDENTIALvilla_mesh5809,11893,801,-0.2956
RESIDENTIALvilla_mesh5819,1264,304,-0.1123
RESIDENTIALvilla_mesh5823,7713,925,-0.2064
RESIDENTIALvilla_mesh5826,2057,241,-0.1760
RESIDENTIALvilla_mesh5855,576,318,-0.0502
RESIDENTIALvilla_mesh5860,9341,1315,-0.1880
RESIDENTIALvilla_mesh5915,300,192,-0.0394
RESIDENTIALvilla_mesh5923,723,461,-0.0189
RESIDENTIALvilla_mesh5927,399,228,-0.0238
RESIDENTIALvilla_mesh5930,1556,677,-0.0789
RESIDENTIALvilla_mesh5934,2724,309,-0.1924
RESIDENTIALvilla_mesh5948,2725,629,-0.1510
RESIDENTIALvilla_mesh5970,11302,1106,-0.2353
RESIDENTIALvilla_mesh5986,2607,740,-0.0654
RESIDENTIALvilla_mesh6005,9677,467,-0.2508
RESIDENTIALvilla_mesh6029,618,487,-0.0148
RESIDENTIALvilla_mesh6047,900,178,-0.1042
RESIDENTIALvilla_mesh6062,3087,664,-0.1100
RESIDENTIALvilla_mesh6099,2162,407,-0.1310
RESIDENTIALvilla_mesh6181,488,161,-0.0492
RESIDENTIALvilla_mesh6329,15128,916,-0.3065
RESIDENTIALvilla_mesh6335,296,242,-0.0253
RESIDENTIALvilla_mesh6357,540,395,-0.0441
RESIDENTIALvilla_mesh6359,1531,278,-0.0177
RESIDENTIALvilla_mesh6402,924,552,-0.0295
RESIDENTIALvilla_mesh6487,20543,1114,-0.2459
